question_id,question_type,route_used,strategies_used,precision_at_k,recall_at_k,f1_at_k,mrr,map_at_k,ndcg_at_k,hit_rate,semantic_similarity,ragas_faithfulness,ragas_answer_relevancy,ragas_context_recall,ragas_answer_correctness,answer_coverage
VERSE_LOOKUP_014,VERSE_LOOKUP,R1,verse_direct,0.2,1.0,0.3333,1.0,1.0,1.0,1.0,0.814,1.0,0.9631,1.0,0.9535,1.0
VERSE_LOOKUP_015,VERSE_LOOKUP,R1,verse_direct,0.2,1.0,0.3333,1.0,1.0,1.0,1.0,0.7989,1.0,0.9903,1.0,0.9497,1.0
VERSE_LOOKUP_016,VERSE_LOOKUP,R1,verse_direct,0.2,1.0,0.3333,1.0,1.0,1.0,1.0,0.8348,1.0,0.8562,1.0,0.8905,1.0
VERSE_LOOKUP_017,VERSE_LOOKUP,R1,verse_direct,0.2,1.0,0.3333,1.0,1.0,1.0,1.0,0.7704,0.0,0.8007,1.0,0.7551,1.0
VERSE_LOOKUP_018,VERSE_LOOKUP,R1,verse_direct,0.2,1.0,0.3333,1.0,1.0,1.0,1.0,0.8693,1.0,0.9924,1.0,0.9673,1.0
VERSE_LOOKUP_019,VERSE_LOOKUP,R1,verse_direct,0.2,1.0,0.3333,1.0,1.0,1.0,1.0,0.7984,1.0,0.9786,1.0,0.9496,1.0
VERSE_LOOKUP_020,VERSE_LOOKUP,R1,verse_direct,0.2,1.0,0.3333,1.0,1.0,1.0,1.0,0.8443,0.8,0.9454,1.0,0.8777,1.0
TOPIC_QUESTION_001,TOPIC_QUESTION,R2,sql_chapter|semantic,0.2,1.0,0.3333,0.5,0.5,0.9134,1.0,0.6931,1.0,0.991,0.5,0.5194,0.5
TOPIC_QUESTION_002,TOPIC_QUESTION,R2,sql_chapter|semantic,0.2,1.0,0.3333,0.3333,0.3333,0.5,1.0,0.8269,1.0,0.9957,1.0,0.684,1.0
TOPIC_QUESTION_003,TOPIC_QUESTION,R2,sql_chapter|semantic,0.2,1.0,0.3333,0.5,0.5,0.9134,1.0,0.7632,1.0,0.8915,1.0,0.7908,1.0
TOPIC_QUESTION_004,TOPIC_QUESTION,R2,sql_chapter|semantic,0.4,1.0,0.5714,1.0,1.0,1.0,1.0,0.7979,1.0,0.8076,0.75,0.7538,0.75
TOPIC_QUESTION_005,TOPIC_QUESTION,R2,sql_chapter|semantic,0.2,1.0,0.3333,0.5,0.5,0.9134,1.0,0.8105,1.0,0.8818,1.0,0.7026,0.875
TOPIC_QUESTION_006,TOPIC_QUESTION,R2,sql_chapter|semantic,0.2,1.0,0.3333,0.5,0.5,0.6462,1.0,0.7955,1.0,0.9985,1.0,0.8807,0.75
TOPIC_QUESTION_007,TOPIC_QUESTION,R2,sql_chapter|semantic,0.2,1.0,0.3333,1.0,1.0,1.0,1.0,0.8553,1.0,0.6104,1.0,0.7907,1.0
TOPIC_QUESTION_008,TOPIC_QUESTION,R2,sql_chapter|semantic,0.4,1.0,0.5714,1.0,1.0,1.0,1.0,0.7237,1.0,0.9422,1.0,0.4242,0.75
TOPIC_QUESTION_009,TOPIC_QUESTION,R2,sql_chapter|semantic,0.4,1.0,0.5714,1.0,1.0,1.0,1.0,0.7252,1.0,0.989,1.0,0.3688,0.5
TOPIC_QUESTION_010,TOPIC_QUESTION,R2,sql_chapter|semantic,0.2,1.0,0.3333,0.5,0.5,0.9134,1.0,0.7798,0.9667,0.9448,1.0,0.4787,1.0
TOPIC_QUESTION_011,TOPIC_QUESTION,R2,sql_chapter|semantic,0.2,1.0,0.3333,1.0,1.0,0.906,1.0,0.7694,1.0,0.9887,1.0,0.5385,1.0
TOPIC_QUESTION_012,TOPIC_QUESTION,R2,sql_chapter|semantic,0.2,1.0,0.3333,0.5,0.5,0.9134,1.0,0.7485,1.0,0.9744,1.0,0.4728,1.0
TOPIC_QUESTION_013,TOPIC_QUESTION,R2,sql_chapter|semantic,0.2,1.0,0.3333,1.0,1.0,1.0,1.0,0.7018,0.95,0.9501,1.0,0.7209,1.0
TOPIC_QUESTION_014,TOPIC_QUESTION,R2,sql_chapter|semantic,0.2,1.0,0.3333,1.0,1.0,1.0,1.0,0.7578,1.0,0.9825,1.0,0.5356,0.5
TOPIC_QUESTION_015,TOPIC_QUESTION,R2,sql_chapter|semantic,0.2,1.0,0.3333,0.5,0.5,0.9134,1.0,0.8223,1.0,0.9974,1.0,0.6467,1.0
TOPIC_QUESTION_016,TOPIC_QUESTION,R2,sql_chapter|semantic,0.4,1.0,0.5714,0.5,0.9,0.6241,1.0,0.7896,1.0,0.7704,1.0,0.7224,0.75
TOPIC_QUESTION_017,TOPIC_QUESTION,R2,sql_chapter|semantic,0.6,1.0,0.75,1.0,1.0,1.0,1.0,0.8017,1.0,0.9823,1.0,0.7382,1.0
TOPIC_QUESTION_018,TOPIC_QUESTION,R2,sql_chapter|semantic,0.4,1.0,0.5714,1.0,1.0,1.0,1.0,0.7707,1.0,0.9808,1.0,0.7119,1.0
TOPIC_QUESTION_019,TOPIC_QUESTION,R2,sql_chapter|semantic,0.2,1.0,0.3333,0.5,0.5,0.9134,1.0,0.8301,1.0,0.9893,1.0,0.673,0.75
TOPIC_QUESTION_020,TOPIC_QUESTION,R2,sql_chapter|semantic,0.4,1.0,0.5714,0.5,0.9,0.6241,1.0,0.8503,1.0,0.9653,1.0,0.4853,1.0
PERSON_QUESTION_001,PERSON_QUESTION,R3,graph_person|semantic|entity_path|cross_ref_expand|sql_supplement,0.2,1.0,0.3333,0.5,0.5,0.6309,1.0,0.8399,1.0,0.9649,0.6667,0.3211,0.8
PERSON_QUESTION_002,PERSON_QUESTION,R3,graph_person|semantic|entity_path|sql_supplement,0.8,1.0,0.8889,1.0,1.0,1.0,1.0,0.8001,1.0,0.9414,0.6667,0.5637,0.8333
PERSON_QUESTION_003,PERSON_QUESTION,R3,graph_person|semantic|entity_path|cross_ref_expand|sql_supplement,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7384,1.0,0.9046,0.0,0.3721,0.5
PERSON_QUESTION_004,PERSON_QUESTION,R3,graph_person|semantic|entity_path|cross_ref_expand|sql_supplement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7664,1.0,0.8228,0.3333,0.1916,0.4167
PERSON_QUESTION_005,PERSON_QUESTION,R3,graph_person|semantic|entity_path|cross_ref_expand|sql_supplement,0.6,1.0,0.75,1.0,1.0,1.0,1.0,0.6809,1.0,0.7364,0.5,0.1702,0.2
PERSON_QUESTION_006,PERSON_QUESTION,R3,graph_person|semantic|entity_path|sql_supplement,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7961,1.0,0.9799,1.0,0.3657,0.4
PERSON_QUESTION_007,PERSON_QUESTION,R3,graph_person|semantic|entity_path|cross_ref_expand|sql_supplement,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7575,1.0,0.9262,1.0,0.618,0.5
PERSON_QUESTION_008,PERSON_QUESTION,R3,graph_person|semantic|entity_path|cross_ref_expand|sql_supplement,0.6,1.0,0.75,1.0,1.0,1.0,1.0,0.8094,1.0,0.9244,1.0,0.6811,0.6667
PERSON_QUESTION_009,PERSON_QUESTION,R3,graph_person|semantic|entity_path|cross_ref_expand|sql_supplement,0.8,1.0,0.8889,1.0,1.0,1.0,1.0,0.7894,1.0,0.935,1.0,0.5953,1.0
PERSON_QUESTION_010,PERSON_QUESTION,R3,graph_person|semantic|entity_path|cross_ref_expand|sql_supplement,0.8,1.0,0.8889,1.0,1.0,1.0,1.0,0.7855,0.875,0.965,0.5,0.2564,0.4167
PERSON_QUESTION_011,PERSON_QUESTION,R3,graph_person|semantic|entity_path|cross_ref_expand|sql_supplement,0.8,1.0,0.8889,1.0,1.0,0.9829,1.0,0.7403,1.0,0.837,1.0,0.5009,0.6
PERSON_QUESTION_012,PERSON_QUESTION,R3,graph_person|semantic|entity_path|cross_ref_expand|sql_supplement,0.6,1.0,0.75,1.0,1.0,0.906,1.0,0.6985,1.0,0.9363,1.0,0.4166,0.8333
PERSON_QUESTION_013,PERSON_QUESTION,R3,graph_person|semantic|entity_path|cross_ref_expand|sql_supplement,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7438,1.0,0.9684,0.6667,0.2343,0.4
PERSON_QUESTION_014,PERSON_QUESTION,R3,graph_person|semantic|entity_path|sql_supplement,0.6,1.0,0.75,1.0,1.0,1.0,1.0,0.7994,0.9667,0.9584,1.0,0.6124,0.8333
PERSON_QUESTION_015,PERSON_QUESTION,fallback,hybrid,0.6,1.0,0.75,0.5,1.0,0.6797,1.0,0.811,1.0,0.9409,0.6667,0.3694,0.8333
PERSON_QUESTION_016,PERSON_QUESTION,R3,graph_person|semantic|entity_path|cross_ref_expand|sql_supplement,0.2,0.3333,0.25,1.0,0.3333,1.0,1.0,0.8345,0.8667,0.9708,0.25,0.6286,0.3333
PERSON_QUESTION_017,PERSON_QUESTION,R3,graph_person|semantic|entity_path|cross_ref_expand|sql_supplement,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.867,1.0,0.9596,1.0,0.7167,0.9
PERSON_QUESTION_018,PERSON_QUESTION,R3,graph_person|semantic|entity_path|cross_ref_expand|sql_supplement,0.6,1.0,0.75,1.0,1.0,0.8855,1.0,0.8312,1.0,0.9344,0.3333,0.4422,0.6667
PERSON_QUESTION_019,PERSON_QUESTION,R3,graph_person|semantic|entity_path|sql_supplement,0.6,1.0,0.75,1.0,1.0,1.0,1.0,0.755,0.8,0.8565,0.5,0.1887,0.25
PERSON_QUESTION_020,PERSON_QUESTION,R3,graph_person|semantic|entity_path|sql_supplement,0.4,1.0,0.5714,1.0,1.0,1.0,1.0,0.729,0.875,0.914,0.25,0.3965,0.5
EVENT_QUESTION_001,EVENT_QUESTION,R4,graph_event|semantic|cross_ref_expand|sql_supplement,0.4,1.0,0.5714,1.0,1.0,1.0,1.0,0.7935,1.0,0.9056,0.6667,0.32,0.5833
EVENT_QUESTION_002,EVENT_QUESTION,R4,semantic|sql_supplement,0.2,1.0,0.3333,1.0,1.0,1.0,1.0,0.8089,1.0,0.8179,1.0,0.8522,1.0
EVENT_QUESTION_003,EVENT_QUESTION,R4,semantic|sql_supplement,0.8,1.0,0.8889,1.0,1.0,1.0,1.0,0.7604,0.9697,0.9182,0.3333,0.543,0.625
EVENT_QUESTION_004,EVENT_QUESTION,R4,graph_event|semantic|sql_supplement,0.6,1.0,0.75,0.3333,1.0,0.6183,1.0,0.7818,1.0,0.7698,1.0,0.4563,0.7
EVENT_QUESTION_005,EVENT_QUESTION,R4,semantic|sql_supplement,0.2,1.0,0.3333,0.3333,0.3333,0.5,1.0,0.6584,1.0,0.8115,1.0,0.2436,0.4
EVENT_QUESTION_006,EVENT_QUESTION,R4,graph_event|semantic|sql_supplement,0.2,1.0,0.3333,0.3333,0.3333,0.5,1.0,0.8302,1.0,0.868,0.3333,0.7248,0.8333
EVENT_QUESTION_007,EVENT_QUESTION,R6,graph_place|semantic|entity_path|sql_supplement,0.6,1.0,0.75,0.3333,1.0,0.6183,1.0,0.7629,1.0,0.8255,1.0,0.5369,1.0
EVENT_QUESTION_008,EVENT_QUESTION,R4,semantic|sql_supplement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5626,0.8,0.7888,0.0,0.1407,0.0
EVENT_QUESTION_009,EVENT_QUESTION,R4,graph_event|semantic|cross_ref_expand|sql_supplement,0.6,1.0,0.75,1.0,1.0,0.9675,1.0,0.7154,1.0,0.8526,0.3333,0.2942,0.3333
EVENT_QUESTION_010,EVENT_QUESTION,R4,graph_event|semantic|cross_ref_expand|sql_supplement,0.6,1.0,0.75,1.0,1.0,1.0,1.0,0.7967,0.9796,0.9211,0.6667,0.4451,0.6667
EVENT_QUESTION_011,EVENT_QUESTION,R4,graph_event|semantic|cross_ref_expand|sql_supplement,0.4,1.0,0.5714,1.0,1.0,1.0,1.0,0.6967,1.0,0.8803,0.0,0.1742,0.0
EVENT_QUESTION_012,EVENT_QUESTION,R4,semantic|sql_supplement,0.4,1.0,0.5714,1.0,0.8333,0.8949,1.0,0.7861,1.0,0.9482,1.0,0.759,0.9
EVENT_QUESTION_013,EVENT_QUESTION,R4,graph_event|semantic|cross_ref_expand|sql_supplement,0.2,1.0,0.3333,0.2,0.2,0.3869,1.0,0.8366,1.0,0.9607,0.3333,0.6039,0.4167
EVENT_QUESTION_014,EVENT_QUESTION,R4,semantic|sql_supplement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5902,1.0,0.4954,0.0,0.1476,0.0833
EVENT_QUESTION_015,EVENT_QUESTION,R6,graph_place|semantic|entity_path|cross_ref_expand|sql_supplement,0.4,1.0,0.5714,1.0,0.75,0.8772,1.0,0.7554,0.7692,0.7586,0.5,0.4536,0.6667
EVENT_QUESTION_016,EVENT_QUESTION,R4,graph_event|semantic|sql_supplement,0.2,1.0,0.3333,0.25,0.25,0.4307,1.0,0.7606,0.9565,0.9342,0.6667,0.372,0.5
EVENT_QUESTION_017,EVENT_QUESTION,R4,graph_event|semantic|cross_ref_expand|sql_supplement,0.2,0.5,0.2857,0.25,0.125,0.4307,1.0,0.8037,1.0,0.9438,0.6667,0.3056,0.6667
EVENT_QUESTION_018,EVENT_QUESTION,R4,semantic|sql_supplement,0.2,1.0,0.3333,1.0,1.0,1.0,1.0,0.7976,1.0,0.6302,0.6667,0.8516,0.8333
EVENT_QUESTION_019,EVENT_QUESTION,R4,graph_event|semantic|sql_supplement,0.2,1.0,0.3333,0.3333,0.3333,0.5,1.0,0.8338,1.0,0.9052,1.0,0.6439,0.9167
EVENT_QUESTION_020,EVENT_QUESTION,fallback,hybrid,0.2,1.0,0.3333,1.0,1.0,1.0,1.0,0.7089,1.0,0.9383,1.0,0.6162,1.0
GENERAL_BIBLE_QUESTION_001,GENERAL_BIBLE_QUESTION,R5,semantic|cross_reference|sql_supplement,0.4,1.0,0.5714,1.0,0.75,0.8772,1.0,0.853,1.0,0.9857,1.0,0.7383,0.7
GENERAL_BIBLE_QUESTION_002,GENERAL_BIBLE_QUESTION,R5,semantic|cross_reference,0.6,1.0,0.75,1.0,0.8056,0.906,1.0,0.8174,0.8696,0.9756,0.3333,0.3078,0.8
GENERAL_BIBLE_QUESTION_003,GENERAL_BIBLE_QUESTION,R5,semantic|cross_reference|sql_supplement,0.4,0.6667,0.5,1.0,0.5556,1.0,1.0,0.8396,0.7778,0.8693,0.75,0.7393,0.7
GENERAL_BIBLE_QUESTION_004,GENERAL_BIBLE_QUESTION,R5,semantic|sql_chapter|cross_reference|graph_event|sql_supplement,0.4,1.0,0.5714,0.5,0.5833,0.9152,1.0,0.8871,0.9412,0.9709,1.0,0.5551,0.7
GENERAL_BIBLE_QUESTION_005,GENERAL_BIBLE_QUESTION,R3,graph_person|semantic|entity_path|cross_ref_expand|sql_supplement,0.2,1.0,0.3333,0.25,0.25,0.4307,1.0,0.8301,1.0,0.9675,1.0,0.4475,0.8
GENERAL_BIBLE_QUESTION_006,GENERAL_BIBLE_QUESTION,R5,semantic|sql_supplement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5655,1.0,0.0,0.0,0.1414,0.0
GENERAL_BIBLE_QUESTION_007,GENERAL_BIBLE_QUESTION,R2,sql_chapter|semantic,0.2,0.5,0.2857,1.0,0.5,1.0,1.0,0.6723,0.9091,0.9033,1.0,0.3556,0.5
GENERAL_BIBLE_QUESTION_008,GENERAL_BIBLE_QUESTION,R4,graph_event|semantic|book_anchor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833,0.8571,0.7281,0.0,0.1458,0.0
GENERAL_BIBLE_QUESTION_009,GENERAL_BIBLE_QUESTION,R5,semantic|cross_reference|graph_event|sql_supplement,0.6,1.0,0.75,1.0,1.0,1.0,1.0,0.8779,0.9444,0.8152,1.0,0.793,0.6
GENERAL_BIBLE_QUESTION_010,GENERAL_BIBLE_QUESTION,R2,sql_chapter|semantic,0.6,0.75,0.6667,1.0,0.6042,0.906,1.0,0.8056,1.0,0.8019,1.0,0.8738,1.0
GENERAL_BIBLE_QUESTION_011,GENERAL_BIBLE_QUESTION,R2,sql_chapter|semantic,0.4,0.6667,0.5,0.5,0.3333,0.8799,1.0,0.8071,1.0,0.9508,0.6667,0.5768,0.75
GENERAL_BIBLE_QUESTION_012,GENERAL_BIBLE_QUESTION,R5,semantic|book_anchor|cross_reference|sql_supplement,0.2,0.3333,0.25,0.25,0.0833,0.4307,1.0,0.756,0.8889,0.9028,0.6667,0.4702,0.7
GENERAL_BIBLE_QUESTION_013,GENERAL_BIBLE_QUESTION,R5,semantic|sql_chapter|cross_reference|sql_supplement,0.4,0.6667,0.5,1.0,0.5556,0.9778,1.0,0.7385,1.0,0.7725,0.75,0.3513,0.0
GENERAL_BIBLE_QUESTION_014,GENERAL_BIBLE_QUESTION,R6,graph_place|semantic|entity_path|cross_ref_expand|sql_supplement,0.2,0.5,0.2857,1.0,0.5,1.0,1.0,0.7825,1.0,0.9679,0.6667,0.7149,0.8
GENERAL_BIBLE_QUESTION_015,GENERAL_BIBLE_QUESTION,R3,graph_person|semantic|entity_path|cross_ref_expand|sql_supplement,0.8,1.0,0.8889,1.0,1.0,0.9028,1.0,0.8312,0.6667,0.9737,0.75,0.6078,0.6
GENERAL_BIBLE_QUESTION_016,GENERAL_BIBLE_QUESTION,R6,graph_place|semantic|entity_path|sql_supplement,0.2,0.5,0.2857,1.0,0.5,1.0,1.0,0.7632,1.0,0.9264,1.0,0.6551,1.0
GENERAL_BIBLE_QUESTION_017,GENERAL_BIBLE_QUESTION,R2,sql_chapter|semantic,0.4,0.6667,0.5,1.0,0.6667,1.0,1.0,0.6739,1.0,0.8493,0.5,0.2435,0.4
GENERAL_BIBLE_QUESTION_018,GENERAL_BIBLE_QUESTION,R5,semantic|cross_reference|sql_supplement,0.8,1.0,0.8889,1.0,1.0,0.904,1.0,0.7808,1.0,0.8983,1.0,0.4452,0.25
GENERAL_BIBLE_QUESTION_019,GENERAL_BIBLE_QUESTION,R2,sql_chapter|semantic,0.2,0.5,0.2857,1.0,0.5,1.0,1.0,0.7515,0.7143,0.7349,0.5,0.4879,0.5
GENERAL_BIBLE_QUESTION_020,GENERAL_BIBLE_QUESTION,R5,semantic|cross_reference|graph_event|sql_supplement,0.2,0.3333,0.25,1.0,0.3333,1.0,1.0,0.7402,0.75,0.8403,0.75,0.3726,0.8
