question_id,question_type,route_used,strategies_used,precision_at_k,recall_at_k,f1_at_k,mrr,map_at_k,ndcg_at_k,hit_rate,semantic_similarity,ragas_faithfulness,ragas_answer_relevancy,ragas_context_recall,ragas_answer_correctness,answer_coverage
TOPIC_QUESTION_020,TOPIC_QUESTION,R2,sql_chapter|semantic,0.4,1.0,0.5714,0.5,0.9,0.6241,1.0,0.8423,1.0,0.9599,1.0,0.6392,1.0
PERSON_QUESTION_001,PERSON_QUESTION,R3,graph_person|semantic|entity_path|cross_ref_expand|sql_supplement,0.2,1.0,0.3333,0.5,0.5,0.6309,1.0,0.846,0.9444,0.9611,0.6667,0.3315,0.8
PERSON_QUESTION_002,PERSON_QUESTION,R3,graph_person|semantic|entity_path|cross_ref_expand|sql_supplement,0.8,1.0,0.8889,1.0,1.0,1.0,1.0,0.8095,0.9231,0.9688,0.6667,0.4392,0.9167
PERSON_QUESTION_003,PERSON_QUESTION,R3,graph_person|semantic|entity_path|cross_ref_expand|sql_supplement,0.8,1.0,0.8889,1.0,1.0,1.0,1.0,0.7434,1.0,0.9046,0.3333,0.4001,0.5833
PERSON_QUESTION_004,PERSON_QUESTION,R3,graph_person|semantic|entity_path|cross_ref_expand|sql_supplement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7863,0.8889,0.9059,0.3333,0.3731,0.4167
PERSON_QUESTION_005,PERSON_QUESTION,R3,graph_person|semantic|entity_path|cross_ref_expand|sql_supplement,0.8,1.0,0.8889,1.0,1.0,1.0,1.0,0.6699,1.0,0.0,0.5,0.605,0.2
PERSON_QUESTION_006,PERSON_QUESTION,R3,graph_person|semantic|entity_path|cross_ref_expand|sql_supplement,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7979,1.0,0.9688,1.0,0.4078,0.5
PERSON_QUESTION_007,PERSON_QUESTION,R3,graph_person|semantic|entity_path|cross_ref_expand|sql_supplement,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7941,1.0,0.9314,1.0,0.5319,0.5
PERSON_QUESTION_008,PERSON_QUESTION,R3,graph_person|semantic|entity_path|cross_ref_expand|sql_supplement,0.6,1.0,0.75,1.0,1.0,1.0,1.0,0.8145,1.0,0.9432,1.0,0.6448,0.6667
PERSON_QUESTION_009,PERSON_QUESTION,R3,graph_person|semantic|entity_path|cross_ref_expand|sql_supplement,0.8,1.0,0.8889,1.0,1.0,1.0,1.0,0.7921,1.0,0.9279,1.0,0.6717,1.0
PERSON_QUESTION_010,PERSON_QUESTION,R3,graph_person|semantic|entity_path|cross_ref_expand|sql_supplement,0.8,1.0,0.8889,1.0,1.0,1.0,1.0,0.7916,1.0,0.9569,0.5,0.2661,0.4167
PERSON_QUESTION_011,PERSON_QUESTION,R3,graph_person|semantic|entity_path|cross_ref_expand|sql_supplement,0.6,1.0,0.75,1.0,1.0,0.9469,1.0,0.729,1.0,0.8541,0.6667,0.3489,0.7
PERSON_QUESTION_012,PERSON_QUESTION,R3,graph_person|semantic|entity_path|cross_ref_expand|sql_supplement,0.8,1.0,0.8889,1.0,1.0,0.9047,1.0,0.7356,1.0,0.9753,1.0,0.4034,0.9167
PERSON_QUESTION_013,PERSON_QUESTION,R3,graph_person|semantic|entity_path|cross_ref_expand,0.8,1.0,0.8889,1.0,1.0,1.0,1.0,0.73,0.9655,0.8988,0.6667,0.3041,0.6
PERSON_QUESTION_014,PERSON_QUESTION,R3,graph_person|semantic|entity_path|cross_ref_expand|sql_supplement,0.6,1.0,0.75,1.0,1.0,1.0,1.0,0.8245,1.0,0.9645,1.0,0.5811,0.8333
PERSON_QUESTION_015,PERSON_QUESTION,fallback,hybrid,0.6,1.0,0.75,0.5,1.0,0.6797,1.0,0.822,1.0,0.944,0.6667,0.3507,0.75
PERSON_QUESTION_016,PERSON_QUESTION,R3,graph_person|semantic|entity_path|cross_ref_expand|sql_supplement,0.2,0.3333,0.25,1.0,0.3333,1.0,1.0,0.8237,1.0,0.9712,0.25,0.4282,0.3333
PERSON_QUESTION_017,PERSON_QUESTION,R3,graph_person|semantic|entity_path|cross_ref_expand|sql_supplement,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8576,1.0,0.9619,1.0,0.5894,1.0
PERSON_QUESTION_018,PERSON_QUESTION,R3,graph_person|semantic|entity_path|cross_ref_expand|sql_supplement,0.6,1.0,0.75,1.0,1.0,0.8855,1.0,0.8202,0.9545,0.9544,0.3333,0.4778,0.6667
PERSON_QUESTION_019,PERSON_QUESTION,R3,graph_person|semantic|entity_path|cross_ref_expand|sql_supplement,0.6,1.0,0.75,1.0,1.0,1.0,1.0,0.7565,1.0,0.8707,0.75,0.4891,0.25
PERSON_QUESTION_020,PERSON_QUESTION,R3,graph_person|semantic|entity_path|cross_ref_expand|sql_supplement,0.4,1.0,0.5714,1.0,1.0,1.0,1.0,0.7234,0.8889,0.9041,0.3333,0.4621,0.5
EVENT_QUESTION_001,EVENT_QUESTION,R4,graph_event|semantic|cross_ref_expand|sql_supplement,0.4,1.0,0.5714,1.0,1.0,1.0,1.0,0.7869,1.0,0.9056,0.6667,0.4275,0.5833
EVENT_QUESTION_002,EVENT_QUESTION,R4,semantic|sql_supplement,0.2,1.0,0.3333,1.0,1.0,1.0,1.0,0.8252,1.0,0.9794,1.0,0.8563,1.0
EVENT_QUESTION_003,EVENT_QUESTION,R4,semantic|sql_supplement,0.8,1.0,0.8889,1.0,1.0,1.0,1.0,0.7627,1.0,0.9188,0.3333,0.1907,0.625
EVENT_QUESTION_004,EVENT_QUESTION,R4,graph_event|semantic|cross_ref_expand|sql_supplement,0.4,1.0,0.5714,1.0,1.0,0.8503,1.0,0.7901,1.0,0.8066,1.0,0.6712,0.8
EVENT_QUESTION_005,EVENT_QUESTION,R4,semantic|sql_supplement,0.2,1.0,0.3333,0.3333,0.3333,0.5,1.0,0.6754,1.0,0.8115,1.0,0.3355,0.4
EVENT_QUESTION_006,EVENT_QUESTION,R4,graph_event|semantic|cross_ref_expand|sql_supplement,0.2,1.0,0.3333,0.3333,0.3333,0.5,1.0,0.8231,0.95,0.868,0.3333,0.6058,0.8333
EVENT_QUESTION_007,EVENT_QUESTION,R6,graph_place|semantic|entity_path|cross_ref_expand|sql_supplement,0.6,1.0,0.75,0.3333,1.0,0.6183,1.0,0.7984,1.0,0.9596,1.0,0.7128,1.0
EVENT_QUESTION_008,EVENT_QUESTION,R4,semantic|sql_supplement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5851,0.8,0.789,0.0,0.1463,0.0
EVENT_QUESTION_009,EVENT_QUESTION,R4,graph_event|semantic|cross_ref_expand|sql_supplement,0.6,1.0,0.75,1.0,1.0,0.9469,1.0,0.7522,1.0,0.9092,0.3333,0.5214,0.5833
EVENT_QUESTION_010,EVENT_QUESTION,R4,graph_event|semantic|cross_ref_expand|sql_supplement,0.6,1.0,0.75,1.0,1.0,1.0,1.0,0.7844,0.9091,0.9507,0.6667,0.3499,0.5
EVENT_QUESTION_011,EVENT_QUESTION,R4,graph_event|semantic|cross_ref_expand|sql_supplement,0.4,1.0,0.5714,1.0,1.0,1.0,1.0,0.6467,1.0,0.8962,0.0,0.1617,0.0
EVENT_QUESTION_012,EVENT_QUESTION,R4,semantic|sql_supplement,0.4,1.0,0.5714,1.0,0.8333,0.9197,1.0,0.7892,0.9333,0.914,1.0,0.6773,1.0
EVENT_QUESTION_013,EVENT_QUESTION,R4,graph_event|semantic|cross_ref_expand|sql_supplement,0.2,1.0,0.3333,0.2,0.2,0.3869,1.0,0.8186,0.5,0.9561,0.3333,0.5047,0.25
EVENT_QUESTION_014,EVENT_QUESTION,R4,semantic|sql_supplement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6354,1.0,0.5956,0.0,0.1588,0.1667
EVENT_QUESTION_015,EVENT_QUESTION,R6,graph_place|semantic|entity_path|cross_ref_expand|sql_supplement,0.2,0.5,0.2857,1.0,0.5,1.0,1.0,0.7988,0.96,0.9612,0.25,0.6497,0.75
EVENT_QUESTION_016,EVENT_QUESTION,R4,graph_event|semantic|cross_ref_expand|sql_supplement,0.2,1.0,0.3333,0.25,0.25,0.4307,1.0,0.775,1.0,0.9342,0.6667,0.3333,0.6667
EVENT_QUESTION_017,EVENT_QUESTION,R4,graph_event|semantic|cross_ref_expand|sql_supplement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8319,1.0,0.9528,0.6667,0.4223,0.6667
EVENT_QUESTION_018,EVENT_QUESTION,R4,semantic|sql_supplement,0.2,1.0,0.3333,1.0,1.0,1.0,1.0,0.7924,1.0,0.6832,0.6667,0.9222,0.8333
EVENT_QUESTION_019,EVENT_QUESTION,R4,graph_event|semantic|cross_ref_expand|sql_supplement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6478,1.0,0.7564,0.0,0.1619,0.0
EVENT_QUESTION_020,EVENT_QUESTION,fallback,hybrid,0.2,1.0,0.3333,1.0,1.0,1.0,1.0,0.6974,1.0,0.9383,1.0,0.9244,1.0
GENERAL_BIBLE_QUESTION_001,GENERAL_BIBLE_QUESTION,R5,semantic|cross_reference|sql_supplement,0.4,1.0,0.5714,1.0,0.75,0.8772,1.0,0.8577,1.0,0.932,1.0,0.7144,1.0
GENERAL_BIBLE_QUESTION_002,GENERAL_BIBLE_QUESTION,R5,semantic|cross_reference|sql_supplement,0.6,1.0,0.75,1.0,0.8056,0.906,1.0,0.8036,0.88,0.9135,0.3333,0.3827,0.9
GENERAL_BIBLE_QUESTION_003,GENERAL_BIBLE_QUESTION,R5,semantic|cross_reference|sql_supplement,0.4,0.6667,0.5,1.0,0.5556,1.0,1.0,0.8338,1.0,0.8994,0.75,0.7954,0.7
GENERAL_BIBLE_QUESTION_004,GENERAL_BIBLE_QUESTION,R5,semantic|sql_chapter|cross_reference|graph_event|sql_supplement,0.4,1.0,0.5714,0.5,0.5833,0.9152,1.0,0.8884,1.0,0.9966,1.0,0.8537,0.4
GENERAL_BIBLE_QUESTION_005,GENERAL_BIBLE_QUESTION,R3,graph_person|semantic|entity_path|cross_ref_expand|sql_supplement,0.2,1.0,0.3333,0.25,0.25,0.4307,1.0,0.8389,1.0,0.9675,1.0,0.3972,0.8
GENERAL_BIBLE_QUESTION_006,GENERAL_BIBLE_QUESTION,R5,semantic|cross_reference|sql_supplement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6652,1.0,0.0,0.0,0.1663,0.0
GENERAL_BIBLE_QUESTION_007,GENERAL_BIBLE_QUESTION,R2,sql_chapter|semantic,0.2,0.5,0.2857,1.0,0.5,1.0,1.0,0.6818,1.0,0.8355,1.0,0.6704,0.75
GENERAL_BIBLE_QUESTION_008,GENERAL_BIBLE_QUESTION,R4,graph_event|semantic|book_anchor|cross_ref_expand|sql_supplement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5801,1.0,0.8031,0.0,0.145,0.0
GENERAL_BIBLE_QUESTION_009,GENERAL_BIBLE_QUESTION,R5,semantic|cross_reference|graph_event|sql_supplement,0.6,1.0,0.75,1.0,1.0,1.0,1.0,0.8647,1.0,0.82,1.0,0.6075,0.7
GENERAL_BIBLE_QUESTION_010,GENERAL_BIBLE_QUESTION,R2,sql_chapter|semantic,0.6,0.75,0.6667,1.0,0.6042,0.906,1.0,0.8071,1.0,0.8565,1.0,0.9123,0.75
GENERAL_BIBLE_QUESTION_011,GENERAL_BIBLE_QUESTION,R2,sql_chapter|semantic,0.4,0.6667,0.5,0.5,0.3333,0.8799,1.0,0.8311,1.0,0.9568,0.6667,0.8078,0.75
GENERAL_BIBLE_QUESTION_012,GENERAL_BIBLE_QUESTION,R5,semantic|book_anchor|cross_reference|sql_supplement,0.2,0.3333,0.25,0.25,0.0833,0.4307,1.0,0.7784,0.4286,0.9232,0.6667,0.5859,0.8
GENERAL_BIBLE_QUESTION_013,GENERAL_BIBLE_QUESTION,R5,semantic|sql_chapter|cross_reference|sql_supplement,0.2,0.3333,0.25,0.5,0.1667,0.9134,1.0,0.7521,1.0,0.8542,0.25,0.2991,0.1
GENERAL_BIBLE_QUESTION_014,GENERAL_BIBLE_QUESTION,R6,graph_place|semantic|entity_path|cross_ref_expand|sql_supplement,0.2,0.5,0.2857,1.0,0.5,1.0,1.0,0.7754,1.0,0.9679,0.6667,0.5977,0.8
GENERAL_BIBLE_QUESTION_015,GENERAL_BIBLE_QUESTION,R3,graph_person|semantic|entity_path|cross_ref_expand|sql_supplement,0.6,1.0,0.75,1.0,1.0,0.9035,1.0,0.7839,1.0,0.8318,0.75,0.6051,0.4
GENERAL_BIBLE_QUESTION_016,GENERAL_BIBLE_QUESTION,R6,graph_place|semantic|entity_path|cross_ref_expand|sql_supplement,0.2,0.5,0.2857,1.0,0.5,1.0,1.0,0.7409,1.0,0.8747,1.0,0.463,0.7
GENERAL_BIBLE_QUESTION_017,GENERAL_BIBLE_QUESTION,R2,sql_chapter|semantic,0.4,0.6667,0.5,1.0,0.6667,1.0,1.0,0.666,1.0,0.8846,0.5,0.3465,0.4
GENERAL_BIBLE_QUESTION_018,GENERAL_BIBLE_QUESTION,R5,semantic|cross_reference|sql_supplement,0.8,1.0,0.8889,1.0,1.0,0.904,1.0,0.789,0.9412,0.9331,1.0,0.4195,0.4167
GENERAL_BIBLE_QUESTION_019,GENERAL_BIBLE_QUESTION,R2,sql_chapter|semantic,0.2,0.5,0.2857,1.0,0.5,1.0,1.0,0.6534,1.0,0.6396,0.5,0.1633,0.0
GENERAL_BIBLE_QUESTION_020,GENERAL_BIBLE_QUESTION,R5,semantic|cross_reference|graph_event|sql_supplement,0.2,0.3333,0.25,1.0,0.3333,1.0,1.0,0.7293,0.6667,0.7977,0.75,0.349,0.7
