question_id,question_type,route_used,strategies_used,precision_at_k,recall_at_k,f1_at_k,mrr,map_at_k,ndcg_at_k,hit_rate,semantic_similarity,ragas_faithfulness,ragas_answer_relevancy,ragas_context_recall,ragas_answer_correctness
TOPIC_QUESTION_019,TOPIC_QUESTION,semantic_only,semantic,0.2,1.0,0.3333,0.5,0.5,0.9134,1.0,0.8377,1.0,0.8493,1.0,0.6749
TOPIC_QUESTION_020,TOPIC_QUESTION,semantic_only,semantic,0.2,1.0,0.3333,0.5,0.5,0.6309,1.0,0.8391,0.9565,0.9653,1.0,0.5098
PERSON_QUESTION_001,PERSON_QUESTION,semantic_only,semantic,0.2,1.0,0.3333,0.5,0.5,0.6309,1.0,0.8346,1.0,0.9781,0.6667,0.4487
PERSON_QUESTION_002,PERSON_QUESTION,semantic_only,semantic,0.8,1.0,0.8889,1.0,1.0,1.0,1.0,0.8395,1.0,0.9582,0.6667,0.5187
PERSON_QUESTION_003,PERSON_QUESTION,semantic_only,semantic,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7548,1.0,0.9046,0.3333,0.5637
PERSON_QUESTION_004,PERSON_QUESTION,semantic_only,semantic,0.4,1.0,0.5714,0.25,0.325,0.5013,1.0,0.7192,1.0,0.9082,0.3333,0.1798
PERSON_QUESTION_005,PERSON_QUESTION,semantic_only,semantic,0.6,1.0,0.75,1.0,1.0,0.9469,1.0,0.6787,0.8333,0.0,0.5,0.5226
PERSON_QUESTION_006,PERSON_QUESTION,semantic_only,semantic,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7941,0.9655,0.9711,1.0,0.5319
PERSON_QUESTION_007,PERSON_QUESTION,semantic_only,semantic,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.781,0.9286,0.9378,1.0,0.6518
PERSON_QUESTION_008,PERSON_QUESTION,semantic_only,semantic,0.6,1.0,0.75,1.0,1.0,1.0,1.0,0.8066,1.0,0.9528,1.0,0.687
PERSON_QUESTION_009,PERSON_QUESTION,semantic_only,semantic,0.8,1.0,0.8889,1.0,1.0,1.0,1.0,0.7686,1.0,0.9668,0.75,0.5672
PERSON_QUESTION_010,PERSON_QUESTION,semantic_only,semantic,0.6,1.0,0.75,1.0,1.0,0.8855,1.0,0.802,1.0,0.965,0.5,0.3255
PERSON_QUESTION_011,PERSON_QUESTION,semantic_only,semantic,0.6,1.0,0.75,1.0,1.0,1.0,1.0,0.7082,0.9,0.9179,0.75,0.477
PERSON_QUESTION_012,PERSON_QUESTION,semantic_only,semantic,0.4,1.0,0.5714,1.0,1.0,0.9197,1.0,0.7158,0.931,0.9735,1.0,0.3664
PERSON_QUESTION_013,PERSON_QUESTION,semantic_only,semantic,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7385,1.0,0.9008,0.6667,0.3346
PERSON_QUESTION_014,PERSON_QUESTION,semantic_only,semantic,0.6,1.0,0.75,1.0,1.0,1.0,1.0,0.8184,1.0,0.9645,0.6667,0.9319
PERSON_QUESTION_015,PERSON_QUESTION,semantic_only,semantic,0.6,1.0,0.75,0.5,1.0,0.6797,1.0,0.8352,1.0,0.944,0.6667,0.5576
PERSON_QUESTION_016,PERSON_QUESTION,semantic_only,semantic,0.2,0.3333,0.25,1.0,0.3333,1.0,1.0,0.7939,0.9474,0.9348,0.25,0.3785
PERSON_QUESTION_017,PERSON_QUESTION,semantic_only,semantic,0.8,1.0,0.8889,1.0,1.0,1.0,1.0,0.8628,1.0,0.9563,1.0,0.693
PERSON_QUESTION_018,PERSON_QUESTION,semantic_only,semantic,0.6,1.0,0.75,1.0,1.0,0.8855,1.0,0.8231,0.9524,0.9328,0.3333,0.3509
PERSON_QUESTION_019,PERSON_QUESTION,semantic_only,semantic,0.8,1.0,0.8889,1.0,1.0,1.0,1.0,0.7557,1.0,0.8673,0.5,0.1889
PERSON_QUESTION_020,PERSON_QUESTION,semantic_only,semantic,0.4,1.0,0.5714,1.0,1.0,1.0,1.0,0.7294,0.875,0.914,0.3333,0.2977
EVENT_QUESTION_001,EVENT_QUESTION,semantic_only,semantic,0.6,1.0,0.75,1.0,1.0,1.0,1.0,0.7892,1.0,0.9061,0.6667,0.3848
EVENT_QUESTION_002,EVENT_QUESTION,semantic_only,semantic,0.2,1.0,0.3333,1.0,1.0,1.0,1.0,0.8331,1.0,0.9991,1.0,0.9114
EVENT_QUESTION_003,EVENT_QUESTION,semantic_only,semantic,0.8,1.0,0.8889,1.0,1.0,1.0,1.0,0.77,1.0,0.7929,0.3333,0.3925
EVENT_QUESTION_004,EVENT_QUESTION,semantic_only,semantic,0.6,1.0,0.75,0.5,1.0,0.7328,1.0,0.7867,1.0,0.8384,1.0,0.661
EVENT_QUESTION_005,EVENT_QUESTION,semantic_only,semantic,0.2,1.0,0.3333,0.3333,0.3333,0.5,1.0,0.6857,1.0,0.8427,1.0,0.4214
EVENT_QUESTION_006,EVENT_QUESTION,semantic_only,semantic,0.2,1.0,0.3333,0.3333,0.3333,0.5,1.0,0.7999,1.0,0.868,0.3333,0.725
EVENT_QUESTION_007,EVENT_QUESTION,semantic_only,semantic,0.6,1.0,0.75,0.3333,1.0,0.6183,1.0,0.8202,0.9565,0.9374,1.0,0.6596
EVENT_QUESTION_008,EVENT_QUESTION,semantic_only,semantic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5472,0.8333,0.7773,0.0,0.1368
EVENT_QUESTION_009,EVENT_QUESTION,semantic_only,semantic,0.6,1.0,0.75,1.0,1.0,0.9675,1.0,0.7541,1.0,0.8929,0.3333,0.4471
EVENT_QUESTION_010,EVENT_QUESTION,semantic_only,semantic,0.6,1.0,0.75,1.0,1.0,1.0,1.0,0.7955,0.9783,0.9213,0.6667,0.5239
EVENT_QUESTION_011,EVENT_QUESTION,semantic_only,semantic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4196,1.0,0.0,0.0,0.1049
EVENT_QUESTION_012,EVENT_QUESTION,semantic_only,semantic,0.4,1.0,0.5714,1.0,0.8333,0.9197,1.0,0.7989,0.9444,0.9015,1.0,0.8664
EVENT_QUESTION_013,EVENT_QUESTION,semantic_only,semantic,0.2,1.0,0.3333,0.2,0.2,0.3869,1.0,0.8112,1.0,0.9483,0.3333,0.5557
EVENT_QUESTION_014,EVENT_QUESTION,semantic_only,semantic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6614,0.875,0.0,0.0,0.1654
EVENT_QUESTION_015,EVENT_QUESTION,semantic_only,semantic,0.2,0.5,0.2857,1.0,0.5,1.0,1.0,0.7751,0.9412,0.9212,0.25,0.5976
EVENT_QUESTION_016,EVENT_QUESTION,semantic_only,semantic,0.2,1.0,0.3333,0.25,0.25,0.4307,1.0,0.7696,1.0,0.952,0.6667,0.4197
EVENT_QUESTION_017,EVENT_QUESTION,semantic_only,semantic,0.2,0.5,0.2857,0.25,0.125,0.4307,1.0,0.8147,0.9688,0.9587,0.6667,0.5446
EVENT_QUESTION_018,EVENT_QUESTION,semantic_only,semantic,0.2,1.0,0.3333,1.0,1.0,1.0,1.0,0.786,1.0,0.7235,0.6667,0.759
EVENT_QUESTION_019,EVENT_QUESTION,semantic_only,semantic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8058,0.9474,0.9005,0.6667,0.6053
EVENT_QUESTION_020,EVENT_QUESTION,semantic_only,semantic,0.2,1.0,0.3333,1.0,1.0,1.0,1.0,0.7106,1.0,0.8823,1.0,0.87
GENERAL_BIBLE_QUESTION_001,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.4,1.0,0.5714,1.0,0.75,0.8772,1.0,0.8765,0.7,0.9542,1.0,0.6603
GENERAL_BIBLE_QUESTION_002,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.6,1.0,0.75,1.0,0.8056,0.906,1.0,0.7917,1.0,0.8963,0.3333,0.4626
GENERAL_BIBLE_QUESTION_003,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.4,0.6667,0.5,1.0,0.5556,1.0,1.0,0.4032,1.0,0.0,0.5,0.1008
GENERAL_BIBLE_QUESTION_004,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.4,1.0,0.5714,1.0,1.0,1.0,1.0,0.8621,1.0,0.99,1.0,0.7155
GENERAL_BIBLE_QUESTION_005,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.2,1.0,0.3333,0.25,0.25,0.4307,1.0,0.8149,1.0,0.9675,1.0,0.4437
GENERAL_BIBLE_QUESTION_006,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4061,1.0,0.0,0.0,0.1015
GENERAL_BIBLE_QUESTION_007,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4493,1.0,0.0,0.0,0.1123
GENERAL_BIBLE_QUESTION_008,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.4308,1.0,0.0,0.0,0.1077
GENERAL_BIBLE_QUESTION_009,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.4,1.0,0.5714,1.0,1.0,1.0,1.0,0.8375,1.0,0.8443,1.0,0.7094
GENERAL_BIBLE_QUESTION_010,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.6,0.75,0.6667,1.0,0.6042,0.906,1.0,0.8347,1.0,0.9108,1.0,0.8962
GENERAL_BIBLE_QUESTION_011,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.4,0.6667,0.5,0.5,0.3,0.6241,1.0,0.8212,1.0,0.9508,0.6667,0.6826
GENERAL_BIBLE_QUESTION_012,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.2,0.3333,0.25,0.5,0.1667,0.6309,1.0,0.7422,0.6,0.906,0.6667,0.4356
GENERAL_BIBLE_QUESTION_013,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.4,0.6667,0.5,1.0,0.5556,0.9778,1.0,0.4181,1.0,0.0,0.75,0.1045
GENERAL_BIBLE_QUESTION_014,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.2,0.5,0.2857,1.0,0.5,1.0,1.0,0.7861,1.0,0.9679,0.6667,0.8394
GENERAL_BIBLE_QUESTION_015,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.4,1.0,0.5714,1.0,1.0,0.9134,1.0,0.8364,1.0,0.9742,1.0,0.7716
GENERAL_BIBLE_QUESTION_016,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.2,0.5,0.2857,1.0,0.5,1.0,1.0,0.7367,1.0,0.6511,1.0,0.7978
GENERAL_BIBLE_QUESTION_017,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4536,1.0,0.0,0.0,0.1134
GENERAL_BIBLE_QUESTION_018,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.8,1.0,0.8889,1.0,1.0,0.904,1.0,0.8379,1.0,0.9422,1.0,0.5482
GENERAL_BIBLE_QUESTION_019,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4582,1.0,0.0,0.5,0.1146
GENERAL_BIBLE_QUESTION_020,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.2,0.3333,0.25,0.2,0.0667,0.3869,1.0,0.416,1.0,0.0,0.25,0.104
