question_id,question_type,route_used,strategies_used,precision_at_k,recall_at_k,f1_at_k,mrr,map_at_k,ndcg_at_k,hit_rate,semantic_similarity,ragas_faithfulness,ragas_answer_relevancy,ragas_context_recall,ragas_answer_correctness,answer_coverage
TOPIC_QUESTION_002,TOPIC_QUESTION,semantic_only,semantic,0.2,1.0,0.3333,0.3333,0.3333,0.5,1.0,0.7957,1.0,0.9722,1.0,0.4297,1.0
TOPIC_QUESTION_003,TOPIC_QUESTION,semantic_only,semantic,0.2,1.0,0.3333,1.0,1.0,1.0,1.0,0.8419,0.6364,0.9869,1.0,0.7605,1.0
TOPIC_QUESTION_004,TOPIC_QUESTION,semantic_only,semantic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5322,0.6364,0.0,0.0,0.133,0.0
TOPIC_QUESTION_005,TOPIC_QUESTION,semantic_only,semantic,0.2,1.0,0.3333,0.2,0.2,0.3869,1.0,0.8271,1.0,0.9116,1.0,0.7068,0.75
TOPIC_QUESTION_006,TOPIC_QUESTION,semantic_only,semantic,0.2,1.0,0.3333,0.5,0.5,0.6462,1.0,0.7857,1.0,0.9985,1.0,0.7364,1.0
TOPIC_QUESTION_007,TOPIC_QUESTION,semantic_only,semantic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4073,0.5,0.0,0.0,0.1018,0.0
TOPIC_QUESTION_008,TOPIC_QUESTION,semantic_only,semantic,0.4,1.0,0.5714,1.0,1.0,1.0,1.0,0.7622,1.0,0.9986,1.0,0.628,0.75
TOPIC_QUESTION_009,TOPIC_QUESTION,semantic_only,semantic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4035,0.5714,0.0,0.0,0.1009,0.0
TOPIC_QUESTION_010,TOPIC_QUESTION,semantic_only,semantic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7255,0.9,0.0,0.0,0.1814,0.0
TOPIC_QUESTION_011,TOPIC_QUESTION,semantic_only,semantic,0.2,1.0,0.3333,1.0,1.0,1.0,1.0,0.7479,1.0,0.9964,1.0,0.3826,1.0
TOPIC_QUESTION_012,TOPIC_QUESTION,semantic_only,semantic,0.2,1.0,0.3333,0.5,0.5,0.6309,1.0,0.789,0.95,0.9756,1.0,0.7598,1.0
TOPIC_QUESTION_013,TOPIC_QUESTION,semantic_only,semantic,0.2,1.0,0.3333,1.0,1.0,1.0,1.0,0.7449,1.0,0.9584,1.0,0.6148,1.0
TOPIC_QUESTION_014,TOPIC_QUESTION,semantic_only,semantic,0.2,1.0,0.3333,1.0,1.0,1.0,1.0,0.7582,1.0,0.9886,1.0,0.3049,0.5
TOPIC_QUESTION_015,TOPIC_QUESTION,semantic_only,semantic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3779,0.0,0.0,0.0,0.0945,0.0
TOPIC_QUESTION_016,TOPIC_QUESTION,semantic_only,semantic,0.4,1.0,0.5714,0.5,0.9,0.6241,1.0,0.8189,0.875,0.9648,1.0,0.8047,1.0
TOPIC_QUESTION_017,TOPIC_QUESTION,semantic_only,semantic,0.6,1.0,0.75,1.0,1.0,1.0,1.0,0.8466,1.0,0.9801,1.0,0.7688,1.0
TOPIC_QUESTION_018,TOPIC_QUESTION,semantic_only,semantic,0.2,1.0,0.3333,1.0,1.0,1.0,1.0,0.7964,1.0,0.9843,0.6667,0.7348,1.0
TOPIC_QUESTION_019,TOPIC_QUESTION,semantic_only,semantic,0.2,1.0,0.3333,0.5,0.5,0.9134,1.0,0.8455,1.0,0.9981,1.0,0.7947,1.0
TOPIC_QUESTION_020,TOPIC_QUESTION,semantic_only,semantic,0.2,1.0,0.3333,0.5,0.5,0.6309,1.0,0.8248,1.0,0.9976,1.0,0.4671,0.75
PERSON_QUESTION_001,PERSON_QUESTION,semantic_only,semantic,0.2,1.0,0.3333,0.5,0.5,0.6309,1.0,0.8499,1.0,0.9394,0.6667,0.3429,0.8
PERSON_QUESTION_002,PERSON_QUESTION,semantic_only,semantic,0.8,1.0,0.8889,1.0,1.0,1.0,1.0,0.7881,1.0,0.796,0.6667,0.647,0.5833
PERSON_QUESTION_003,PERSON_QUESTION,semantic_only,semantic,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7529,1.0,0.8626,0.3333,0.1882,0.3333
PERSON_QUESTION_004,PERSON_QUESTION,semantic_only,semantic,0.4,1.0,0.5714,0.25,0.325,0.5013,1.0,0.7584,1.0,0.823,0.3333,0.2729,0.5
PERSON_QUESTION_005,PERSON_QUESTION,semantic_only,semantic,0.6,1.0,0.75,1.0,1.0,0.9469,1.0,0.7449,1.0,0.0,0.5,0.581,0.4
PERSON_QUESTION_006,PERSON_QUESTION,semantic_only,semantic,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8161,1.0,0.935,1.0,0.704,0.5
PERSON_QUESTION_007,PERSON_QUESTION,semantic_only,semantic,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.774,1.0,0.9505,1.0,0.631,0.6
PERSON_QUESTION_008,PERSON_QUESTION,semantic_only,semantic,0.6,1.0,0.75,1.0,1.0,1.0,1.0,0.8059,1.0,0.9512,1.0,0.6106,0.6667
PERSON_QUESTION_009,PERSON_QUESTION,semantic_only,semantic,0.8,1.0,0.8889,1.0,1.0,1.0,1.0,0.7906,1.0,0.9333,0.75,0.6436,0.9
PERSON_QUESTION_010,PERSON_QUESTION,semantic_only,semantic,0.6,1.0,0.75,1.0,1.0,0.8855,1.0,0.8569,0.9412,0.9636,0.5,0.5476,0.6667
PERSON_QUESTION_011,PERSON_QUESTION,semantic_only,semantic,0.6,1.0,0.75,1.0,1.0,1.0,1.0,0.7232,1.0,0.9343,0.75,0.4308,0.6
PERSON_QUESTION_012,PERSON_QUESTION,semantic_only,semantic,0.4,1.0,0.5714,1.0,1.0,0.9197,1.0,0.7003,1.0,0.9554,1.0,0.3796,0.75
PERSON_QUESTION_013,PERSON_QUESTION,semantic_only,semantic,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7323,0.9474,0.8051,0.6667,0.3631,0.6
PERSON_QUESTION_014,PERSON_QUESTION,semantic_only,semantic,0.6,1.0,0.75,1.0,1.0,1.0,1.0,0.8272,0.9444,0.9579,0.6667,0.5957,0.75
PERSON_QUESTION_015,PERSON_QUESTION,semantic_only,semantic,0.6,1.0,0.75,0.5,1.0,0.6797,1.0,0.8315,1.0,0.9413,0.6667,0.5507,0.75
PERSON_QUESTION_016,PERSON_QUESTION,semantic_only,semantic,0.2,0.3333,0.25,1.0,0.3333,1.0,1.0,0.787,0.75,0.9474,0.25,0.3924,0.5
PERSON_QUESTION_017,PERSON_QUESTION,semantic_only,semantic,0.8,1.0,0.8889,1.0,1.0,1.0,1.0,0.8594,1.0,0.9685,1.0,0.6062,1.0
PERSON_QUESTION_018,PERSON_QUESTION,semantic_only,semantic,0.6,1.0,0.75,1.0,1.0,0.8855,1.0,0.8085,0.9231,0.8927,0.3333,0.5934,0.6667
PERSON_QUESTION_019,PERSON_QUESTION,semantic_only,semantic,0.8,1.0,0.8889,1.0,1.0,1.0,1.0,0.7696,0.8571,0.0,0.5,0.5185,0.4167
PERSON_QUESTION_020,PERSON_QUESTION,semantic_only,semantic,0.4,1.0,0.5714,1.0,1.0,1.0,1.0,0.712,1.0,0.9124,0.3333,0.3545,0.5
EVENT_QUESTION_001,EVENT_QUESTION,semantic_only,semantic,0.6,1.0,0.75,1.0,1.0,1.0,1.0,0.7056,1.0,0.9995,0.6667,0.2264,0.4167
EVENT_QUESTION_002,EVENT_QUESTION,semantic_only,semantic,0.2,1.0,0.3333,1.0,1.0,1.0,1.0,0.7836,0.9412,0.982,1.0,0.7959,1.0
EVENT_QUESTION_003,EVENT_QUESTION,semantic_only,semantic,0.8,1.0,0.8889,1.0,1.0,1.0,1.0,0.7682,0.9412,0.9248,0.3333,0.4648,0.625
EVENT_QUESTION_004,EVENT_QUESTION,semantic_only,semantic,0.6,1.0,0.75,0.5,1.0,0.7328,1.0,0.7922,1.0,0.7763,1.0,0.5629,1.0
EVENT_QUESTION_005,EVENT_QUESTION,semantic_only,semantic,0.2,1.0,0.3333,0.3333,0.3333,0.5,1.0,0.6956,0.9286,0.7756,1.0,0.4466,0.8
EVENT_QUESTION_006,EVENT_QUESTION,semantic_only,semantic,0.2,1.0,0.3333,0.3333,0.3333,0.5,1.0,0.8196,1.0,0.8158,0.3333,0.7266,0.8333
EVENT_QUESTION_007,EVENT_QUESTION,semantic_only,semantic,0.6,1.0,0.75,0.3333,1.0,0.6183,1.0,0.781,1.0,0.9125,1.0,0.7275,0.8
EVENT_QUESTION_008,EVENT_QUESTION,semantic_only,semantic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5386,0.7692,0.8156,0.0,0.1347,0.0
EVENT_QUESTION_009,EVENT_QUESTION,semantic_only,semantic,0.6,1.0,0.75,1.0,1.0,0.9675,1.0,0.7447,0.6923,0.8724,0.3333,0.7219,0.5
EVENT_QUESTION_010,EVENT_QUESTION,semantic_only,semantic,0.6,1.0,0.75,1.0,1.0,1.0,1.0,0.7469,1.0,0.8766,0.6667,0.4752,0.4167
EVENT_QUESTION_011,EVENT_QUESTION,semantic_only,semantic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6463,0.5714,0.0,0.0,0.1616,0.0
EVENT_QUESTION_012,EVENT_QUESTION,semantic_only,semantic,0.4,1.0,0.5714,1.0,0.8333,0.9197,1.0,0.8129,1.0,0.9475,1.0,0.4532,0.7
EVENT_QUESTION_013,EVENT_QUESTION,semantic_only,semantic,0.2,1.0,0.3333,0.2,0.2,0.3869,1.0,0.7726,0.5455,0.0,0.3333,0.1931,0.1667
EVENT_QUESTION_014,EVENT_QUESTION,semantic_only,semantic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6494,1.0,0.0,0.0,0.1624,0.0
EVENT_QUESTION_015,EVENT_QUESTION,semantic_only,semantic,0.2,0.5,0.2857,1.0,0.5,1.0,1.0,0.7866,1.0,0.9324,0.25,0.6252,0.75
EVENT_QUESTION_016,EVENT_QUESTION,semantic_only,semantic,0.2,1.0,0.3333,0.25,0.25,0.4307,1.0,0.821,1.0,0.8615,0.6667,0.6053,0.6667
EVENT_QUESTION_017,EVENT_QUESTION,semantic_only,semantic,0.2,0.5,0.2857,0.25,0.125,0.4307,1.0,0.7958,1.0,0.9262,0.6667,0.3864,0.5833
EVENT_QUESTION_018,EVENT_QUESTION,semantic_only,semantic,0.2,1.0,0.3333,1.0,1.0,1.0,1.0,0.7354,0.9375,0.9049,0.6667,0.887,0.8333
EVENT_QUESTION_019,EVENT_QUESTION,semantic_only,semantic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7709,0.9091,0.9342,0.6667,0.3506,0.5833
EVENT_QUESTION_020,EVENT_QUESTION,semantic_only,semantic,0.2,1.0,0.3333,1.0,1.0,1.0,1.0,0.7148,0.9545,0.8424,1.0,0.7057,1.0
GENERAL_BIBLE_QUESTION_001,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.4,1.0,0.5714,1.0,0.75,0.8772,1.0,0.8948,1.0,0.9643,1.0,0.6737,1.0
GENERAL_BIBLE_QUESTION_002,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.6,1.0,0.75,1.0,0.8056,0.906,1.0,0.8463,1.0,0.7249,0.3333,0.4516,0.6
GENERAL_BIBLE_QUESTION_003,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.4,0.6667,0.5,1.0,0.5556,1.0,1.0,0.8376,0.8889,0.0,0.5,0.5308,0.8
GENERAL_BIBLE_QUESTION_004,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.4,1.0,0.5714,1.0,1.0,1.0,1.0,0.9001,1.0,0.9212,1.0,0.9173,0.7
GENERAL_BIBLE_QUESTION_005,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.2,1.0,0.3333,0.25,0.25,0.4307,1.0,0.8167,0.9286,0.9675,1.0,0.7234,0.7
GENERAL_BIBLE_QUESTION_006,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6059,1.0,0.0,0.0,0.1515,0.0
GENERAL_BIBLE_QUESTION_007,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5863,1.0,0.0,0.0,0.1466,0.0
GENERAL_BIBLE_QUESTION_008,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5951,1.0,0.0,0.0,0.1488,0.0
GENERAL_BIBLE_QUESTION_009,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.4,1.0,0.5714,1.0,1.0,1.0,1.0,0.7834,1.0,0.0,1.0,0.5906,0.6
GENERAL_BIBLE_QUESTION_010,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.6,0.75,0.6667,1.0,0.6042,0.906,1.0,0.8068,1.0,0.8552,1.0,0.6754,0.75
GENERAL_BIBLE_QUESTION_011,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.4,0.6667,0.5,0.5,0.3,0.6241,1.0,0.8278,1.0,0.9825,0.6667,0.7319,0.75
GENERAL_BIBLE_QUESTION_012,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.2,0.3333,0.25,0.5,0.1667,0.6309,1.0,0.7723,1.0,0.8132,0.6667,0.6931,0.7
GENERAL_BIBLE_QUESTION_013,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.4,0.6667,0.5,1.0,0.5556,0.9778,1.0,0.712,1.0,0.0,0.75,0.2662,0.0
GENERAL_BIBLE_QUESTION_014,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.2,0.5,0.2857,1.0,0.5,1.0,1.0,0.7877,1.0,0.9679,0.6667,0.6255,0.8
GENERAL_BIBLE_QUESTION_015,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.4,1.0,0.5714,1.0,1.0,0.9134,1.0,0.8368,0.8571,0.9599,1.0,0.7284,0.6
GENERAL_BIBLE_QUESTION_016,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.2,0.5,0.2857,1.0,0.5,1.0,1.0,0.8055,1.0,0.8995,1.0,0.8576,0.8
GENERAL_BIBLE_QUESTION_017,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5699,0.5,0.0,0.0,0.1425,0.0
GENERAL_BIBLE_QUESTION_018,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.8,1.0,0.8889,1.0,1.0,0.904,1.0,0.854,0.5333,0.942,1.0,0.6421,0.5833
GENERAL_BIBLE_QUESTION_019,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6938,0.8182,0.0,0.5,0.1734,0.0
GENERAL_BIBLE_QUESTION_020,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.2,0.3333,0.25,0.2,0.0667,0.3869,1.0,0.6442,0.875,0.0,0.25,0.1611,0.0
