question_id,question_type,route_used,strategies_used,precision_at_k,recall_at_k,f1_at_k,mrr,map_at_k,ndcg_at_k,hit_rate,semantic_similarity,ragas_faithfulness,ragas_answer_relevancy,ragas_context_recall,ragas_answer_correctness,answer_coverage
VERSE_LOOKUP_011,VERSE_LOOKUP,semantic_only,semantic,0.2,1.0,0.3333,1.0,1.0,1.0,1.0,0.8042,1.0,0.976,1.0,0.9268,1.0
VERSE_LOOKUP_012,VERSE_LOOKUP,semantic_only,semantic,0.2,1.0,0.3333,1.0,1.0,1.0,1.0,0.8187,1.0,0.8088,1.0,0.8047,1.0
VERSE_LOOKUP_013,VERSE_LOOKUP,semantic_only,semantic,0.4,1.0,0.5714,1.0,1.0,0.987,1.0,0.866,1.0,0.9405,1.0,0.9665,1.0
VERSE_LOOKUP_014,VERSE_LOOKUP,semantic_only,semantic,0.2,1.0,0.3333,1.0,1.0,0.8809,1.0,0.8079,1.0,0.9403,1.0,0.952,1.0
VERSE_LOOKUP_015,VERSE_LOOKUP,semantic_only,semantic,0.2,1.0,0.3333,0.3333,0.3333,0.5,1.0,0.7806,1.0,0.9842,1.0,0.9452,1.0
VERSE_LOOKUP_016,VERSE_LOOKUP,semantic_only,semantic,0.2,1.0,0.3333,0.2,0.2,0.3869,1.0,0.8664,1.0,0.8629,1.0,0.9666,1.0
VERSE_LOOKUP_017,VERSE_LOOKUP,semantic_only,semantic,0.2,1.0,0.3333,1.0,1.0,1.0,1.0,0.7016,1.0,0.9269,1.0,0.5845,1.0
VERSE_LOOKUP_018,VERSE_LOOKUP,semantic_only,semantic,0.2,1.0,0.3333,1.0,1.0,1.0,1.0,0.8823,1.0,0.9896,1.0,0.9706,1.0
VERSE_LOOKUP_019,VERSE_LOOKUP,semantic_only,semantic,0.2,1.0,0.3333,0.5,0.5,0.6309,1.0,0.8225,1.0,0.9772,1.0,0.8485,1.0
VERSE_LOOKUP_020,VERSE_LOOKUP,semantic_only,semantic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4054,0.5,0.0,0.0,0.1013,0.0
TOPIC_QUESTION_001,TOPIC_QUESTION,semantic_only,semantic,0.2,1.0,0.3333,0.25,0.25,0.4307,1.0,0.7312,1.0,0.992,0.5,0.4986,0.5
TOPIC_QUESTION_002,TOPIC_QUESTION,semantic_only,semantic,0.2,1.0,0.3333,0.3333,0.3333,0.5,1.0,0.8329,1.0,0.9945,1.0,0.4985,1.0
TOPIC_QUESTION_003,TOPIC_QUESTION,semantic_only,semantic,0.2,1.0,0.3333,1.0,1.0,1.0,1.0,0.7869,1.0,0.8423,1.0,0.8283,1.0
TOPIC_QUESTION_004,TOPIC_QUESTION,semantic_only,semantic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5626,0.5,0.0,0.0,0.1407,0.0
TOPIC_QUESTION_005,TOPIC_QUESTION,semantic_only,semantic,0.2,1.0,0.3333,0.2,0.2,0.3869,1.0,0.8156,1.0,0.9179,1.0,0.6654,1.0
TOPIC_QUESTION_006,TOPIC_QUESTION,semantic_only,semantic,0.2,1.0,0.3333,0.5,0.5,0.6462,1.0,0.8534,1.0,0.9985,1.0,0.9307,1.0
TOPIC_QUESTION_007,TOPIC_QUESTION,semantic_only,semantic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3993,0.5,0.0,0.0,0.0998,0.0
TOPIC_QUESTION_008,TOPIC_QUESTION,semantic_only,semantic,0.4,1.0,0.5714,1.0,1.0,1.0,1.0,0.706,1.0,0.9986,1.0,0.4184,0.75
TOPIC_QUESTION_009,TOPIC_QUESTION,semantic_only,semantic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5726,0.0,0.0,0.0,0.1431,0.0
TOPIC_QUESTION_010,TOPIC_QUESTION,semantic_only,semantic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.583,0.5,0.0,0.0,0.1457,0.0
TOPIC_QUESTION_011,TOPIC_QUESTION,semantic_only,semantic,0.2,1.0,0.3333,1.0,1.0,1.0,1.0,0.7608,1.0,0.9777,1.0,0.5311,0.75
TOPIC_QUESTION_012,TOPIC_QUESTION,semantic_only,semantic,0.2,1.0,0.3333,0.5,0.5,0.6309,1.0,0.7666,0.96,0.9302,1.0,0.65,1.0
TOPIC_QUESTION_013,TOPIC_QUESTION,semantic_only,semantic,0.2,1.0,0.3333,1.0,1.0,1.0,1.0,0.7124,1.0,0.9472,1.0,0.5417,1.0
TOPIC_QUESTION_014,TOPIC_QUESTION,semantic_only,semantic,0.2,1.0,0.3333,1.0,1.0,1.0,1.0,0.7669,1.0,0.9825,1.0,0.4564,0.5
TOPIC_QUESTION_015,TOPIC_QUESTION,semantic_only,semantic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5434,1.0,0.0,0.0,0.1358,0.0
TOPIC_QUESTION_016,TOPIC_QUESTION,semantic_only,semantic,0.4,1.0,0.5714,0.5,0.9,0.6241,1.0,0.7909,1.0,0.8977,1.0,0.7691,0.75
TOPIC_QUESTION_017,TOPIC_QUESTION,semantic_only,semantic,0.6,1.0,0.75,1.0,1.0,1.0,1.0,0.8242,1.0,0.874,1.0,0.6833,1.0
TOPIC_QUESTION_018,TOPIC_QUESTION,semantic_only,semantic,0.2,1.0,0.3333,1.0,1.0,1.0,1.0,0.7552,1.0,0.9351,0.6667,0.7677,1.0
TOPIC_QUESTION_019,TOPIC_QUESTION,semantic_only,semantic,0.2,1.0,0.3333,0.5,0.5,0.9134,1.0,0.8302,1.0,0.9035,1.0,0.7075,0.75
TOPIC_QUESTION_020,TOPIC_QUESTION,semantic_only,semantic,0.2,1.0,0.3333,0.5,0.5,0.6309,1.0,0.8177,1.0,0.9976,1.0,0.5169,1.0
PERSON_QUESTION_001,PERSON_QUESTION,semantic_only,semantic,0.2,1.0,0.3333,0.5,0.5,0.6309,1.0,0.8381,1.0,0.959,0.6667,0.3501,0.8
PERSON_QUESTION_002,PERSON_QUESTION,semantic_only,semantic,0.8,1.0,0.8889,1.0,1.0,1.0,1.0,0.8122,1.0,0.9688,0.6667,0.5119,0.8333
PERSON_QUESTION_003,PERSON_QUESTION,semantic_only,semantic,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7555,1.0,0.9046,0.3333,0.3764,0.3333
PERSON_QUESTION_004,PERSON_QUESTION,semantic_only,semantic,0.4,1.0,0.5714,0.25,0.325,0.5013,1.0,0.7699,0.7778,0.9078,0.3333,0.6091,0.5
PERSON_QUESTION_005,PERSON_QUESTION,semantic_only,semantic,0.6,1.0,0.75,1.0,1.0,0.9469,1.0,0.6337,1.0,0.7121,0.5,0.1584,0.2
PERSON_QUESTION_006,PERSON_QUESTION,semantic_only,semantic,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7954,0.9688,0.9697,1.0,0.3527,0.4
PERSON_QUESTION_007,PERSON_QUESTION,semantic_only,semantic,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7771,1.0,0.9314,1.0,0.6508,0.6
PERSON_QUESTION_008,PERSON_QUESTION,semantic_only,semantic,0.6,1.0,0.75,1.0,1.0,1.0,1.0,0.8151,1.0,0.9456,1.0,0.5895,0.6667
PERSON_QUESTION_009,PERSON_QUESTION,semantic_only,semantic,0.8,1.0,0.8889,1.0,1.0,1.0,1.0,0.7567,1.0,0.9202,0.75,0.5301,0.8
PERSON_QUESTION_010,PERSON_QUESTION,semantic_only,semantic,0.6,1.0,0.75,1.0,1.0,0.8855,1.0,0.7822,0.9231,0.965,0.5,0.3319,0.3333
PERSON_QUESTION_011,PERSON_QUESTION,semantic_only,semantic,0.6,1.0,0.75,1.0,1.0,1.0,1.0,0.6991,1.0,0.8836,0.75,0.3176,0.6
PERSON_QUESTION_012,PERSON_QUESTION,semantic_only,semantic,0.4,1.0,0.5714,1.0,1.0,0.9197,1.0,0.7226,0.9643,0.9487,1.0,0.4175,0.75
PERSON_QUESTION_013,PERSON_QUESTION,semantic_only,semantic,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7115,1.0,0.8934,0.6667,0.2207,0.6
PERSON_QUESTION_014,PERSON_QUESTION,semantic_only,semantic,0.6,1.0,0.75,1.0,1.0,1.0,1.0,0.8368,1.0,0.9151,0.6667,0.4819,0.8333
PERSON_QUESTION_015,PERSON_QUESTION,semantic_only,semantic,0.6,1.0,0.75,0.5,1.0,0.6797,1.0,0.8359,0.9583,0.9483,0.6667,0.4737,0.75
PERSON_QUESTION_016,PERSON_QUESTION,semantic_only,semantic,0.2,0.3333,0.25,1.0,0.3333,1.0,1.0,0.822,0.8889,0.9344,0.25,0.3855,0.3333
PERSON_QUESTION_017,PERSON_QUESTION,semantic_only,semantic,0.8,1.0,0.8889,1.0,1.0,1.0,1.0,0.8531,1.0,0.9677,1.0,0.5291,0.8
PERSON_QUESTION_018,PERSON_QUESTION,semantic_only,semantic,0.6,1.0,0.75,1.0,1.0,0.8855,1.0,0.8073,1.0,0.9544,0.3333,0.4418,0.5833
PERSON_QUESTION_019,PERSON_QUESTION,semantic_only,semantic,0.8,1.0,0.8889,1.0,1.0,1.0,1.0,0.7676,1.0,0.846,0.5,0.1919,0.3333
PERSON_QUESTION_020,PERSON_QUESTION,semantic_only,semantic,0.4,1.0,0.5714,1.0,1.0,1.0,1.0,0.7182,0.8889,0.914,0.3333,0.4608,0.5
EVENT_QUESTION_001,EVENT_QUESTION,semantic_only,semantic,0.6,1.0,0.75,1.0,1.0,1.0,1.0,0.7953,1.0,0.9056,0.6667,0.3863,0.8333
EVENT_QUESTION_002,EVENT_QUESTION,semantic_only,semantic,0.2,1.0,0.3333,1.0,1.0,1.0,1.0,0.8204,1.0,0.9991,1.0,0.7408,1.0
EVENT_QUESTION_003,EVENT_QUESTION,semantic_only,semantic,0.8,1.0,0.8889,1.0,1.0,1.0,1.0,0.7619,1.0,0.9287,0.3333,0.3619,0.625
EVENT_QUESTION_004,EVENT_QUESTION,semantic_only,semantic,0.6,1.0,0.75,0.5,1.0,0.7328,1.0,0.7829,1.0,0.8574,1.0,0.5707,1.0
EVENT_QUESTION_005,EVENT_QUESTION,semantic_only,semantic,0.2,1.0,0.3333,0.3333,0.3333,0.5,1.0,0.665,1.0,0.8115,1.0,0.2496,0.4
EVENT_QUESTION_006,EVENT_QUESTION,semantic_only,semantic,0.2,1.0,0.3333,0.3333,0.3333,0.5,1.0,0.7829,1.0,0.8745,0.3333,0.6457,0.8333
EVENT_QUESTION_007,EVENT_QUESTION,semantic_only,semantic,0.6,1.0,0.75,0.3333,1.0,0.6183,1.0,0.7456,0.9615,0.9048,1.0,0.5513,1.0
EVENT_QUESTION_008,EVENT_QUESTION,semantic_only,semantic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5496,1.0,0.8279,0.0,0.1374,0.0
EVENT_QUESTION_009,EVENT_QUESTION,semantic_only,semantic,0.6,1.0,0.75,1.0,1.0,0.9675,1.0,0.7405,1.0,0.8861,0.3333,0.4851,0.5
EVENT_QUESTION_010,EVENT_QUESTION,semantic_only,semantic,0.6,1.0,0.75,1.0,1.0,1.0,1.0,0.7898,0.9474,0.9269,0.6667,0.6711,0.5833
EVENT_QUESTION_011,EVENT_QUESTION,semantic_only,semantic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6008,0.0909,0.657,0.0,0.1502,0.0
EVENT_QUESTION_012,EVENT_QUESTION,semantic_only,semantic,0.4,1.0,0.5714,1.0,0.8333,0.9197,1.0,0.7639,1.0,0.9502,1.0,0.541,1.0
EVENT_QUESTION_013,EVENT_QUESTION,semantic_only,semantic,0.2,1.0,0.3333,0.2,0.2,0.3869,1.0,0.834,0.9091,0.9329,0.3333,0.6032,0.5
EVENT_QUESTION_014,EVENT_QUESTION,semantic_only,semantic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6401,1.0,0.6233,0.0,0.16,0.1667
EVENT_QUESTION_015,EVENT_QUESTION,semantic_only,semantic,0.2,0.5,0.2857,1.0,0.5,1.0,1.0,0.8035,0.95,0.9612,0.25,0.6364,0.75
EVENT_QUESTION_016,EVENT_QUESTION,semantic_only,semantic,0.2,1.0,0.3333,0.25,0.25,0.4307,1.0,0.7774,1.0,0.8998,0.6667,0.3866,0.5833
EVENT_QUESTION_017,EVENT_QUESTION,semantic_only,semantic,0.2,0.5,0.2857,0.25,0.125,0.4307,1.0,0.7991,0.8148,0.9531,0.6667,0.3321,0.6667
EVENT_QUESTION_018,EVENT_QUESTION,semantic_only,semantic,0.2,1.0,0.3333,1.0,1.0,1.0,1.0,0.7883,1.0,0.7881,0.6667,0.7971,0.6667
EVENT_QUESTION_019,EVENT_QUESTION,semantic_only,semantic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8109,1.0,0.8968,0.3333,0.5777,0.75
EVENT_QUESTION_020,EVENT_QUESTION,semantic_only,semantic,0.2,1.0,0.3333,1.0,1.0,1.0,1.0,0.6916,1.0,0.9318,1.0,0.5158,1.0
GENERAL_BIBLE_QUESTION_001,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.4,1.0,0.5714,1.0,0.75,0.8772,1.0,0.8755,0.5,0.9333,1.0,0.7995,1.0
GENERAL_BIBLE_QUESTION_002,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.6,1.0,0.75,1.0,0.8056,0.906,1.0,0.8088,0.8182,0.8018,0.3333,0.5993,0.8
GENERAL_BIBLE_QUESTION_003,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.4,0.6667,0.5,1.0,0.5556,1.0,1.0,0.8404,1.0,0.9139,0.5,0.8237,0.7
GENERAL_BIBLE_QUESTION_004,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.4,1.0,0.5714,1.0,1.0,1.0,1.0,0.8908,1.0,0.9922,1.0,0.6639,0.5
GENERAL_BIBLE_QUESTION_005,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.2,1.0,0.3333,0.25,0.25,0.4307,1.0,0.8274,1.0,0.9675,1.0,0.4677,0.8
GENERAL_BIBLE_QUESTION_006,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5651,1.0,0.0,0.0,0.1413,0.0
GENERAL_BIBLE_QUESTION_007,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5809,1.0,0.0,0.0,0.1452,0.0
GENERAL_BIBLE_QUESTION_008,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.4927,0.0,0.0,0.0,0.1232,0.0
GENERAL_BIBLE_QUESTION_009,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.4,1.0,0.5714,1.0,1.0,1.0,1.0,0.8581,1.0,0.837,1.0,0.8015,1.0
GENERAL_BIBLE_QUESTION_010,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.6,0.75,0.6667,1.0,0.6042,0.906,1.0,0.8116,1.0,0.8382,1.0,0.8279,1.0
GENERAL_BIBLE_QUESTION_011,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.4,0.6667,0.5,0.5,0.3,0.6241,1.0,0.7836,1.0,0.8819,0.6667,0.4102,0.375
GENERAL_BIBLE_QUESTION_012,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.2,0.3333,0.25,0.5,0.1667,0.6309,1.0,0.6747,0.0,0.8751,0.6667,0.4687,0.4
GENERAL_BIBLE_QUESTION_013,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.4,0.6667,0.5,1.0,0.5556,0.9778,1.0,0.771,1.0,0.7925,0.75,0.407,0.5
GENERAL_BIBLE_QUESTION_014,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.2,0.5,0.2857,1.0,0.5,1.0,1.0,0.7951,1.0,0.9679,0.6667,0.6488,0.8
GENERAL_BIBLE_QUESTION_015,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.4,1.0,0.5714,1.0,1.0,0.9134,1.0,0.8564,1.0,0.8919,1.0,0.6756,0.6
GENERAL_BIBLE_QUESTION_016,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.2,0.5,0.2857,1.0,0.5,1.0,1.0,0.7402,1.0,0.9051,1.0,0.5821,0.8
GENERAL_BIBLE_QUESTION_017,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6479,1.0,0.0,0.0,0.162,0.0
GENERAL_BIBLE_QUESTION_018,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.8,1.0,0.8889,1.0,1.0,0.904,1.0,0.8178,1.0,0.9377,1.0,0.4187,0.5
GENERAL_BIBLE_QUESTION_019,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6542,0.5,0.0,0.5,0.1636,0.0
GENERAL_BIBLE_QUESTION_020,GENERAL_BIBLE_QUESTION,semantic_only,semantic,0.2,0.3333,0.25,0.2,0.0667,0.3869,1.0,0.7651,0.6667,0.7844,0.25,0.4281,0.6
