question_id,question_type,route_used,strategies_used,precision_at_k,recall_at_k,f1_at_k,mrr,map_at_k,ndcg_at_k,hit_rate,semantic_similarity,ragas_faithfulness,ragas_answer_relevancy,ragas_context_recall,ragas_answer_correctness,answer_coverage
EVENT_QUESTION_007,EVENT_QUESTION,R4,graph_event|semantic|sql_supplement,0.6,1.0,0.75,0.3333,1.0,0.6183,1.0,0.8051,1.0,0.913,1.0,0.7584,1.0
EVENT_QUESTION_008,EVENT_QUESTION,R3,graph_person|semantic|entity_path|cross_ref_expand|sql_supplement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5998,1.0,0.0,0.0,0.1499,0.0
EVENT_QUESTION_009,EVENT_QUESTION,R4,graph_event|semantic|cross_ref_expand|sql_supplement,0.6,1.0,0.75,1.0,1.0,0.9675,1.0,0.7373,0.75,0.8393,0.3333,0.5593,0.25
EVENT_QUESTION_010,EVENT_QUESTION,R4,graph_event|semantic|cross_ref_expand|sql_supplement,0.6,1.0,0.75,1.0,1.0,1.0,1.0,0.774,1.0,0.8813,0.6667,0.5435,0.4167
EVENT_QUESTION_011,EVENT_QUESTION,R4,graph_event|semantic|cross_ref_expand|sql_supplement,0.4,1.0,0.5714,1.0,1.0,1.0,1.0,0.6564,0.6667,0.0,0.0,0.1641,0.0
EVENT_QUESTION_012,EVENT_QUESTION,R4,semantic|sql_supplement,0.4,1.0,0.5714,1.0,0.8333,0.9197,1.0,0.8209,0.8,0.9475,1.0,0.6552,1.0
EVENT_QUESTION_013,EVENT_QUESTION,R4,graph_event|semantic|cross_ref_expand|sql_supplement,0.2,1.0,0.3333,0.2,0.2,0.3869,1.0,0.8168,1.0,0.0,0.3333,0.3709,0.3333
EVENT_QUESTION_014,EVENT_QUESTION,R4,semantic|sql_supplement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6174,1.0,0.0,0.0,0.1543,0.0833
EVENT_QUESTION_015,EVENT_QUESTION,R4,graph_event|semantic|sql_supplement,0.2,0.5,0.2857,1.0,0.5,1.0,1.0,0.7709,1.0,0.9324,0.25,0.7221,0.6667
EVENT_QUESTION_016,EVENT_QUESTION,R4,graph_event|semantic|sql_supplement,0.2,1.0,0.3333,0.25,0.25,0.4307,1.0,0.8154,1.0,0.8761,0.6667,0.3857,0.5
EVENT_QUESTION_017,EVENT_QUESTION,R4,graph_event|semantic|cross_ref_expand|sql_supplement,0.2,0.5,0.2857,0.25,0.125,0.4307,1.0,0.8252,1.0,0.9537,0.6667,0.479,0.6667
EVENT_QUESTION_018,EVENT_QUESTION,R4,semantic|sql_supplement,0.2,1.0,0.3333,1.0,1.0,1.0,1.0,0.7908,0.9167,0.9049,0.6667,0.7691,0.8333
EVENT_QUESTION_019,EVENT_QUESTION,R4,graph_event|semantic|sql_supplement,0.2,1.0,0.3333,0.3333,0.3333,0.5,1.0,0.8437,1.0,0.9552,1.0,0.6764,0.9167
EVENT_QUESTION_020,EVENT_QUESTION,fallback,hybrid,0.2,1.0,0.3333,1.0,1.0,1.0,1.0,0.7112,0.9524,0.8635,1.0,0.6466,1.0
GENERAL_BIBLE_QUESTION_001,GENERAL_BIBLE_QUESTION,R5,semantic|cross_reference|graph|sql_supplement,0.4,1.0,0.5714,1.0,0.75,0.8772,1.0,0.8551,0.8462,0.9522,1.0,0.4638,1.0
GENERAL_BIBLE_QUESTION_002,GENERAL_BIBLE_QUESTION,R5,semantic|cross_reference|graph|sql_supplement,0.6,1.0,0.75,1.0,0.8056,0.906,1.0,0.8778,1.0,0.7249,0.3333,0.4614,0.9
GENERAL_BIBLE_QUESTION_003,GENERAL_BIBLE_QUESTION,R5,semantic|cross_reference|sql_supplement,0.4,0.6667,0.5,1.0,0.5556,1.0,1.0,0.8496,0.7778,0.0,0.75,0.6812,0.6
GENERAL_BIBLE_QUESTION_004,GENERAL_BIBLE_QUESTION,R5,semantic|sql_chapter|cross_reference|graph_event|sql_supplement,0.4,1.0,0.5714,0.5,0.5833,0.9152,1.0,0.8894,1.0,0.9215,1.0,0.7993,0.7
GENERAL_BIBLE_QUESTION_005,GENERAL_BIBLE_QUESTION,R5,semantic|cross_reference|graph|sql_supplement,0.2,1.0,0.3333,0.25,0.25,0.4307,1.0,0.824,0.9167,0.9675,1.0,0.506,0.8
GENERAL_BIBLE_QUESTION_006,GENERAL_BIBLE_QUESTION,R5,semantic|sql_supplement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6205,1.0,0.0,0.0,0.1551,0.0
GENERAL_BIBLE_QUESTION_007,GENERAL_BIBLE_QUESTION,R2,sql_chapter|semantic,0.2,0.5,0.2857,1.0,0.5,1.0,1.0,0.7091,0.9091,0.0,1.0,0.4585,0.75
GENERAL_BIBLE_QUESTION_008,GENERAL_BIBLE_QUESTION,R5,semantic|book_anchor|graph|graph_event|sql_supplement,0.2,0.2,0.2,0.3333,0.0667,0.5,1.0,0.6932,1.0,0.0,0.3333,0.3162,0.3
GENERAL_BIBLE_QUESTION_009,GENERAL_BIBLE_QUESTION,R5,semantic|cross_reference|graph|graph_event|sql_supplement,0.6,1.0,0.75,1.0,1.0,1.0,1.0,0.8191,0.8571,0.6407,1.0,0.5961,1.0
GENERAL_BIBLE_QUESTION_010,GENERAL_BIBLE_QUESTION,R2,sql_chapter|semantic,0.6,0.75,0.6667,1.0,0.6042,0.906,1.0,0.8156,1.0,0.9801,1.0,0.8468,0.75
GENERAL_BIBLE_QUESTION_011,GENERAL_BIBLE_QUESTION,R2,sql_chapter|semantic,0.4,0.6667,0.5,0.5,0.3333,0.8799,1.0,0.8129,0.9231,0.9736,0.6667,0.6318,0.75
GENERAL_BIBLE_QUESTION_012,GENERAL_BIBLE_QUESTION,R5,semantic|book_anchor|cross_reference|sql_supplement,0.2,0.3333,0.25,0.25,0.0833,0.4307,1.0,0.786,1.0,0.865,0.6667,0.8311,0.8
GENERAL_BIBLE_QUESTION_013,GENERAL_BIBLE_QUESTION,R5,semantic|sql_chapter|cross_reference|sql_supplement,0.4,0.6667,0.5,1.0,0.5556,0.9778,1.0,0.792,1.0,0.0,0.75,0.4627,0.4
GENERAL_BIBLE_QUESTION_014,GENERAL_BIBLE_QUESTION,R6,graph_place|semantic|entity_path|cross_ref_expand|sql_supplement,0.2,0.5,0.2857,1.0,0.5,1.0,1.0,0.7961,1.0,0.9679,0.6667,0.5903,0.7
GENERAL_BIBLE_QUESTION_015,GENERAL_BIBLE_QUESTION,R5,semantic|cross_reference|graph|graph_event|sql_supplement,0.6,1.0,0.75,1.0,1.0,0.9035,1.0,0.8033,1.0,0.9737,0.75,0.5342,0.4
GENERAL_BIBLE_QUESTION_016,GENERAL_BIBLE_QUESTION,R5,semantic|cross_reference|graph|sql_supplement,0.2,0.5,0.2857,1.0,0.5,1.0,1.0,0.7879,0.9333,0.9027,1.0,0.826,0.8
GENERAL_BIBLE_QUESTION_017,GENERAL_BIBLE_QUESTION,R2,sql_chapter|semantic,0.4,0.6667,0.5,1.0,0.6667,1.0,1.0,0.6864,0.9091,0.7681,0.5,0.3591,0.4
GENERAL_BIBLE_QUESTION_018,GENERAL_BIBLE_QUESTION,R5,semantic|cross_reference|graph|sql_supplement,0.8,1.0,0.8889,1.0,1.0,0.9397,1.0,0.7948,1.0,0.8645,1.0,0.7487,0.6667
GENERAL_BIBLE_QUESTION_019,GENERAL_BIBLE_QUESTION,R2,sql_chapter|semantic,0.2,0.5,0.2857,1.0,0.5,1.0,1.0,0.6802,0.8333,0.7623,0.5,0.1701,0.0
GENERAL_BIBLE_QUESTION_020,GENERAL_BIBLE_QUESTION,R5,semantic|cross_reference|graph_event|sql_supplement,0.2,0.3333,0.25,1.0,0.3333,1.0,1.0,0.718,1.0,0.0,0.75,0.2628,0.3
